Year,SERIES,UNIT_MEASURE,Type of product,Observation status,Unit multiplier,Reporting type,Base period,Value
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,6.31847
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,6.07618
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,6.06338
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,6.02832
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,5.27147
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,4.20122
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,3.99226
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,4.16618
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,3.75503
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,3.73382
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,4.96364
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,5.2612
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,5.4875
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,5.40186
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,5.48322
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Non-metallic minerals (material flows),Normal value,Units,Global,,5.43837
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.79383
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.89676
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.74552
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.73882
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.90187
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.82942
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.76333
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.54335
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.55838
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.22586
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.08188
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,2.99863
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,3.01878
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,2.91615
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,2.63429
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,2.25701
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,2.00034
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,1.95318
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,1.935
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Fossil fuels (material flows),Normal value,Units,Global,,1.73646
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.04846
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.25426
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.07795
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.10019
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.1085
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.16075
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.23205
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.08752
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.07944
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.957
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.79182
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.87194
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.01752
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,1.06043
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.91375
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.53869
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.22648
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.20636
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.21601
2019,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Coal (material flows),Normal value,Units,Global,,0.14029
2000,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2001,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2002,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2003,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2004,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2005,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2006,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2007,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2008,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2009,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2010,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2011,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2012,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2013,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2014,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2015,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2016,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2017,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
2018,"Domestic material consumption per capita, by type of raw material [8.4.2,12.2.2]",Metric Tons,Oil shale and tar sands (material flows),Normal value,Units,Global,,0.0
